商品代码,说明,市场价值,员工数量,部门,交易所,行业,债务股本比(MRQ),市盈率(TTM),股本回报率 (TTM),市净率(FY),RSI(14)
002367,康力电梯,6342309990,4946,制造业,SZSE,建筑产品,0.16814452,11.91245593,17.90652925,2.11643802,29.59124143
300815,玉禾田,8146223725,66855,工业服务,SZSE,环境服务,0.36830242,12.74143075,26.45895961,3.1686447,29.6072194
603708,家家悦,8889623206,27049,零售行业,SSE,食品零售,1.76673348,24.1752988,12.65292363,3.02783533,29.6153418
603898,好莱客,3490876848,5481,耐用消费品,SSE,家居装修,0.27673728,11.14179602,12.93642795,1.33091721,29.61689692
300889,爱克股份,3346200119,1615,电子科技,SZSE,半导体,0.22079294,48.73516902,6.92441209,2.20845502,29.67846037
000416,民生控股,1904100005,49,零售行业,SZSE,专业商店,0.01824672,66.97416974,3.21738622,2.14480697,29.71478543
603520,司太立,9769793701,1729,健康科技,SSE,医学专业,1.05569528,37.77427923,17.53378537,5.46486134,29.73018907
002605,姚记科技,6740419243,1655,科技服务,SZSE,套装软件,0.45793532,11.20695332,29.60882855,3.31075587,29.73199281
603317,天味食品,18168837897,2403,非耐用消费品,SSE,食品：特色/糖果,0.00255491,49.03482388,12.8158987,4.99804237,29.7411543
002973,侨银股份,6060451357,44510,工业服务,SZSE,环境服务,1.20341684,16.51805133,28.08242343,4.29056048,29.74333417
002659,凯文教育,1944411285,661,商业服务,SZSE,杂项商业服务,0.455342,,-5.58682727,0.78064956,29.77145304
300980,祥源新材,2737878105,705,加工制造业,SZSE,特种工业品,0.25818937,28.86337467,27.5957065,8.91818236,29.79940895
600390,五矿资本,24199592526,2808,金融,SSE,投资银行/经纪商,1.22866732,5.86619796,9.9368311,0.52542972,29.80178914
601988,中国银行,817141912413.7847,309084,金融,SSE,大银行,2.45362078,,10.36891723,0.49985456,29.83412388
002647,仁东控股,4574682437,339,科技服务,SZSE,数据处理服务,1.92406704,,-49.8505742,8.94271885,29.86094565
300981,中红医疗,18078694905,,非耐用消费品,SZSE,服装/鞋类,0.08222676,,,,29.86979399
002395,双象股份,2725003550,602,非耐用消费品,SZSE,服装/鞋类,0.23711723,46.81715576,6.71160249,3.10918424,29.88077012
002714,牧原股份,217543992020,121995,加工制造业,SZSE,农副产品,0.61001212,7.19764688,70.3393391,4.57973644,29.9615576
600624,复旦复华,4190437208.999999,1508,健康科技,SSE,药品:专业,0.402309,,-5.58872966,3.8446011,29.96991388
603551,奥普家居,4209141996.999999,1571,耐用消费品,SSE,家居装修,0.12487853,16.98022959,14.23203309,2.39729882,29.97089666
300251,光线传媒,25463721794,731,消费者服务,SZSE,电影/娱乐,0.00923543,55.48469388,5.06180959,2.83326712,29.97454762
600528,中铁工业,17017084255.999998,12597,工业服务,SSE,工程建设,0.41672919,8.64142038,10.84907037,0.91892764,29.98756922
600000,浦发银行,266517611978.99997,61686,金融,SSE,大银行,5.29631613,5.1127055,10.69587456,0.5054855,29.99358313
300908,仲景食品,5086999893,902,非耐用消费品,SZSE,食品：特色/糖果,0,36.29788686,13.3302798,3.46808147,30.01693738
600838,上海九百,2232912575,192,零售行业,SSE,百货公司,0.02351149,36.52733119,4.70850998,1.65844742,30.04993869
002024,苏宁易购,50158236815,45598,零售行业,SZSE,数码/电器商店,1.19034597,,-8.95072362,0.67956096,30.11970441
600622,光大嘉宝,4019157039,925,金融,SSE,房地产开发,1.47399292,11.23642439,5.44613503,0.6036845,30.12549504
688418,震有科技,3167459728,666,科技服务,SSE,套装软件,0.08683668,101.02162861,3.76581334,2.5918318,30.13942109
603103,横店影视,7857738369,5728,消费者服务,SSE,电影/娱乐,1.90865616,,-4.42426917,4.30952832,30.14348054
600790,轻纺城,4221478293,1052,加工制造业,SSE,纺织品,0,10.55514974,7.00958618,0.7404276,30.14775326
002583,海能达,8255686784,6863,电子科技,SZSE,电信设备,0.73787968,,-5.01636318,1.35197094,30.17767536
000421,南京公用,2576911102,3263,金融,SZSE,房地产开发,1.0018207,10.96353538,8.75342688,0.92999246,30.19920085
002044,美年健康,28867365375,34950,非耐用消费品,SZSE,服装/鞋类,0.89096078,40.9284952,10.21665334,3.74274142,30.19951453
300511,雪榕生物,2973811644,2107,加工制造业,SZSE,农副产品,0.89741756,17.50749251,8.82983804,1.47932428,30.24577768
600926,杭州银行,69857762469,9139,金融,SSE,地区银行,5.1626777,9.33354266,10.58731563,1.10364826,30.26245254
600322,天房发展,1923917926,562,金融,SSE,房地产开发,4.16591067,,-76.0166811,0.91513541,30.3022982
605177,东亚药业,3576127900,1233,健康科技,SSE,药品:专业,0.08397512,,8.8827769,2.08866303,30.30470025
601328,交通银行,299180463169.3169,84740,金融,SSE,大银行,3.01170966,,10.00235061,0.43647338,30.32766598
300958,建工修复,4326770994,,工业服务,SZSE,环境服务,0.42736142,,12.07037735,5.94466749,30.34782444
300533,冰川网络,2576878248,916,科技服务,SZSE,套装软件,0.00559408,72.54323492,2.05843178,1.50076923,30.37515689
600029,南方航空,80771695404.81456,100431,运输,SSE,航空公司,2.30393011,,-15.48839501,1.16717325,30.40189132
600177,雅戈尔,28473844250,20222,非耐用消费品,SSE,服装/鞋类,0.85036653,4.34223005,23.93151807,1.02298117,30.43032324
200029,深深房Ｂ,6224836889.140856,,金融,SZSE,房地产开发,0.02104724,7.37462654,9.28890308,0.65777639,30.4624469
688571,杭华股份,2732799988,667,加工制造业,SSE,特种工业品,0.0339833,22.4789916,10.00957379,2.09106899,30.48316036
600233,圆通速递,28592385727,13490,运输,SSE,空运/快递,0.18808556,15.69658917,11.0943611,1.70632095,30.52503604
603863,ST松炀,1519497723,324,加工制造业,SSE,纸浆&纸,0.37960422,19.24846626,6.94969317,1.32003366,30.53325787
688309,恒誉环保,2006669217,101,制造业,SSE,卡车/建筑/农业机械,0.01396245,46.30823053,9.79833601,2.82763777,30.5425315
000008,神州高铁,5650065379,2394,运输,SZSE,铁路,0.73824816,,-12.63309701,0.85916002,30.56056617
000732,泰禾集团,5052470200,10813,金融,SZSE,房地产开发,4.61737146,,-28.38682089,0.33642687,30.57497243
605100,华丰股份,3289397765,910,制造业,SSE,卡车/建筑/农业机械,0.07642464,16.17006787,15.52891928,1.8905196,30.57677408
002628,成都路桥,2375514293,699,工业服务,SZSE,工程建设,0.77819625,19.28657799,4.30111269,0.82485849,30.63122093
603966,法兰泰克,2227935568,1195,制造业,SSE,卡车/建筑/农业机械,0.47171309,13.83384839,14.55815032,1.92216374,30.64199616
601128,常熟银行,15759920349,6864,金融,SSE,地区银行,1.29211009,8.66696656,10.09444684,0.88207645,30.65722935
300940,南极光,4831768361,1956,电子科技,SZSE,电子生产设备,0.37441213,,15.08782105,9.91457175,30.6827821
002640,*ST跨境,3178404360,2510,非耐用消费品,SZSE,服装/鞋类,1.17083091,,-120.01243822,2.74753492,30.69054419
600606,绿地控股,56344634369,86251,金融,SSE,房地产开发,2.07390098,3.72384937,18.05664984,0.67065442,30.71089243
601688,华泰证券,119221069641.00362,10516,金融,SSE,投资银行/经纪商,2.30358166,11.96098976,8.74470356,1.03346001,30.71296436
603313,梦百合,7777571095,7670,耐用消费品,SSE,家居装修,0.822089,21.82886871,11.62395789,2.27181562,30.72798301
002634,棒杰股份,2358839442,1318,非耐用消费品,SZSE,服装/鞋类,0.14283874,36.88348821,8.60084926,3.0786671,30.80741993
600811,东方集团,10428578960,1071,加工制造业,SSE,农副产品,0.97206615,52.58302583,0.92982568,0.49372963,30.80793198
002982,湘佳股份,3673792841,6801,加工制造业,SZSE,农副产品,0.19618566,49.77332051,5.87250808,2.30073524,30.81528549
000681,视觉中国,7769404067,483,非耐用消费品,SZSE,服装/鞋类,0.1586172,50.72859745,4.86403957,2.46567095,30.8350247
605077,华康股份,6148773386,1041,健康科技,SSE,药品:专业,0.21409007,,37.8208661,6.7460538,30.86480971
300860,锋尚文化,6106186028,271,商业服务,SZSE,杂项商业服务,0.00851879,,13.7408741,1.96562256,30.88534101
600611,大众交通,6466136223,7494,运输,SSE,其他运输,0.42019329,12.44343891,6.73685214,0.82417788,30.89420171
603858,步长制药,20926328434,8191,健康科技,SSE,药品:专业,0.25566001,11.01279434,13.98637426,1.57583957,30.90158887
603665,康隆达,1794055427,2243,非耐用消费品,SSE,服装/鞋类,0.82437789,19.73910058,8.21071585,1.65761226,30.90534349
002883,中设股份,1300416816,733,工业服务,SZSE,工程建设,0.07831982,17.89693593,14.28275551,2.41762894,30.91078365
900927,物贸B股,3673332453.6336,992,公用事业,SSE,燃气经销商,0.67431487,13.41514542,17.55974652,2.10721041,30.93385773
603086,先达股份,1893685677,1526,加工制造业,SSE,化学品：农业,0.1845953,10.97858151,10.37425889,1.10289381,30.94968615
600638,新黄浦,3272708487,749,金融,SSE,房地产开发,0.84544487,12.23325062,6.49105963,0.76971837,30.9640794
003816,中国广核,114738666650.70096,18264,公用事业,SZSE,发电厂,1.45482015,12.42718447,11.00153076,1.35690245,30.96775869
002702,海欣食品,2490336768,1717,非耐用消费品,SZSE,食品：肉/鱼/乳制品,0.1377688,40.43377227,7.48167601,3.00384976,30.99904837
003027,同兴环保,3031716674,645,商业服务,SZSE,杂项商业服务,0.08363007,,14.95310438,1.38090215,31.00378829
002955,鸿合科技,4044059634,2853,电子科技,SZSE,计算机外围设备,0.03930129,29.44721887,4.61715303,1.33407917,31.02249625
300031,宝通科技,5198944016,1194,科技服务,SZSE,套装软件,0.29830382,12.46527467,14.76778156,1.75004875,31.05058509
002456,欧菲光,20284812563,27306,电子科技,SZSE,电子元器件,1.8820429,,-23.44341289,2.7561427,31.07030522
603687,大胜达,2954071469,1823,加工制造业,SSE,容器/包装,0.3388841,10.59988352,17.27269775,1.65507959,31.0769339
600276,恒瑞医药,348296379526,28903,健康科技,SSE,药品：其他,0.00810497,54.46027621,22.32929901,11.62737371,31.10210636
300168,万达信息,14421636440,6615,科技服务,SZSE,IT服务,2.18126924,,-54.65151946,9.90667972,31.21221832
603360,百傲化学,3064135849,869,加工制造业,SSE,化学品：特种,0.36802457,17.28534996,17.20856959,3.12608901,31.24070799
300664,鹏鹞环保,4299077955,1328,制造业,SZSE,工业机械,0.37256055,11.02487211,11.69754978,1.24159687,31.24420071
002417,深南股份,1312200036,105,科技服务,SZSE,套装软件,0.01642343,138.7283237,3.80123954,5.1178164,31.24917341
300313,ST天山,1884124044,102,加工制造业,SZSE,农副产品,1.1090586,277.72727273,4.74418088,12.33994426,31.25251457
603969,银龙股份,3081080056,855,非能源矿业,SSE,钢铁,0.29330391,18.23677582,8.83156231,1.59609178,31.2550556
601162,天风证券,36829466553,3208,金融,SSE,投资银行/经纪商,1.8956346,61.15107914,2.64405723,1.62257711,31.25565193
688057,金达莱,7694879768,650,商业服务,SSE,杂项商业服务,0.0484232,,18.24819867,2.54093412,31.25753356
603811,诚意药业,3228623469,690,健康科技,SSE,药品:专业,0.12887023,17.72596214,21.93049338,3.78255903,31.28436195
000014,沙河股份,1379663496,153,金融,SZSE,房地产开发,0.16607869,,-1.438047,1.56310618,31.2862966
603713,密尔克卫,14695639252,2661,运输,SSE,航空公司,0.37655404,44.83230517,14.30641385,8.16997077,31.28855313
300132,青松股份,7784874497,7904,加工制造业,SZSE,化学品：特种,0.29322491,16.78437431,14.76762547,2.5067572,31.29746839
900933,华新B股,31202492989.2979,16860,非能源矿业,SSE,建筑材料,0.32698947,3.89405688,26.07946454,0.94864702,31.30214494
601155,新城控股,73253770142,29405,金融,SSE,房地产开发,1.28680581,4.72559621,34.62904241,1.44873105,31.3038853
002572,索菲亚,17736474379,13602,耐用消费品,SZSE,家居装修,0.28072932,13.87800014,22.71025877,3.00703927,31.31144278
000540,中天金融,15690248657,5950,金融,SZSE,房地产开发,2.08595603,27.21822542,3.20019436,0.86881638,31.32299326
300883,龙利得,3643379908,516,加工制造业,SZSE,容器/包装,0.2482459,,5.65012709,2.6305805,31.32379785
603301,振德医疗,8425670349,7282,健康科技,SSE,医学专业,0.11011411,3.10906874,96.42999539,2.08367741,31.35160369
601916,浙商银行,74117708844.04683,15997,金融,SSE,地区银行,4.3360061,6.28227194,9.31965381,0.67181294,31.35306177
002669,康达新材,2650370700,979,加工制造业,SZSE,特种工业品,0.27475179,11.75408911,9.9373053,1.12715059,31.35914445
300498,温氏股份,82954316806,52809,加工制造业,SZSE,农副产品,0.61959603,13.69934368,13.05957599,1.8304158,31.38601426
000514,渝 开 发,2590376714,820,金融,SZSE,房地产开发,0.26421047,18.53396901,4.30184115,0.77839515,31.41152746
601577,长沙银行,31569196247,7618,金融,SSE,大银行,3.93552997,5.14973227,11.50521372,0.69516703,31.42557709
603000,人民网,14462438719,3302,消费者服务,SSE,出版：报纸,0.12121634,46.08247423,9.86426247,4.40577844,31.43056437
300495,*ST美尚,2123980426,710,商业服务,SZSE,杂项商业服务,0.61529525,44.33701657,1.24116819,0.56741049,31.43296274
000601,韶能股份,5208259070,5185,公用事业,SZSE,发电厂,1.24363268,30.87291399,3.51802269,1.10603953,31.46261304
601298,青岛港,31827132459.413097,8981,运输,SSE,其他运输,0.08765668,9.42494645,12.03995811,1.12524664,31.46456394
002803,吉宏股份,7149562731,2868,加工制造业,SZSE,容器/包装,0.30606758,12.93971557,34.97608568,4.26738566,31.46711227
600190,锦州港,5073527137.5513,1578,运输,SSE,其他运输,1.45569881,28.12172088,2.95543389,0.82833909,31.46851119
688619,罗普特,4704674959,432,科技服务,SSE,套装软件,0.08130755,,28.95594301,7.55956663,31.48154706
605368,蓝天燃气,6260357880,1358,公用事业,SSE,燃气经销商,0.26317984,,18.69920755,3.418273,31.48396921
000918,嘉凯城,6585299250,2877,金融,SZSE,房地产开发,1.94119624,,-41.12123282,2.87664898,31.49876086
600981,汇鸿集团,5695780622,3993,配送服务,SSE,批发分销商,1.70860409,19.26260346,5.59570766,1.06233764,31.51925665
002869,金溢科技,2830101861,1089,电子科技,SZSE,电信设备,0.06436382,5.50319873,23.52054199,1.2059235,31.54366871
600120,浙江东方,10832248040,1387,配送服务,SSE,批发分销商,0.3932903,11.37397634,7.65024045,0.79662317,31.5529095
603096,新经典,4923858064,419,消费者服务,SSE,出版：书籍/杂志,0,22.23838245,10.89391504,2.31185436,31.60094113
300669,沪宁股份,1901786201,607,制造业,SZSE,电子设备,0.01798388,33.94619895,10.51379154,3.43819117,31.63455317
002244,滨江集团,12134632255,1555,金融,SZSE,房地产开发,1.39961402,4.98347318,13.74138853,0.66397913,31.64615539
003041,真爱美家,2376000023,1656,耐用消费品,SZSE,家居装修,0.03082189,,20.67030311,3.81771033,31.6463301
603755,日辰股份,4805444483,372,非耐用消费品,SSE,食品：特色/糖果,0.06854646,59.87369322,13.30731734,7.98334008,31.65090154
300886,华业香料,2014476142,243,加工制造业,SZSE,化学品：特种,0,53.03476724,10.4861763,3.90247287,31.65458525
600446,金证股份,11780234721,8401,科技服务,SSE,套装软件,0.29582362,22.92078319,18.53678126,4.77132419,31.67425863
002019,亿帆医药,16694576060,4123,加工制造业,SZSE,化学品：特种,0.22520806,22.05882353,9.432665,1.96602875,31.6767049
605298,必得科技,1964520058,,制造业,SSE,工业机械,0.01475904,18.33796565,14.80680356,3.73437587,31.69253532
002027,分众传媒,105371845624,6779,电子科技,SZSE,计算机处理硬件,0.14595115,20.1623816,32.98881046,6.31939673,31.7212507
000030,富奥股份,9381491897.824133,7397,制造业,SZSE,杂项制造,0.25816764,6.68847692,14.04159508,1.32375053,31.74401302
600153,建发股份,20270754750,20895,配送服务,SSE,批发分销商,1.65511027,5.30933968,10.94485745,0.55627362,31.74423463
300013,新宁物流,1759947212,2347,运输,SZSE,其他运输,2.22359719,,-122.03434478,8.35421888,31.74479438
600383,金地集团,41353584135,11763,耐用消费品,SSE,住宅设计,1.32205161,4.22035481,17.44201806,0.71004095,31.75606088
600012,皖通高速,8333362183.961684,2079,运输,SSE,其他运输,0.30722704,7.16295728,11.60898174,0.82366386,31.76063445
002303,美盈森,4946175284,5201,加工制造业,SZSE,容器/包装,0.28465913,26.46579805,3.73488572,1.02934423,31.77309584
600229,城市传媒,3833444232,1764,零售行业,SSE,专业商店,0.1665338,17.43557111,7.51078048,1.33345662,31.81094919
300600,国瑞科技,2965508628,480,制造业,SZSE,电子设备,0.21033517,47.52066116,5.61528688,2.63402344,31.86482003
688658,悦康药业,9243000412,2910,健康科技,SSE,药品:专业,0.1182036,19.67104547,18.80553433,2.61510667,31.876517
000028,国药一致,14137432778.957914,,健康科技,SZSE,药品:专业,0.7193581,10.57406119,10.84055007,1.123393,31.90789446
002912,中新赛克,6156713094,1273,科技服务,SZSE,套装软件,0.00194442,27.0711603,13.65256571,3.51602242,31.92460712
002391,长青股份,4106253039,2004,加工制造业,SZSE,化学品：农业,0.23933744,20.98127824,4.69241701,0.95407242,31.93774013
300884,狄耐克,4121999931.000001,1069,电子科技,SZSE,计算机通讯,0.10804531,16.72876032,20.13253678,2.26266251,31.93901272
603377,东方时尚,5869616287,3994,消费者服务,SSE,其他消费者服务,0.3539108,23.72979215,12.86947096,2.61760931,31.94930196
688180,君实生物,52311430144.63641,2453,健康科技,SSE,药品:专业,0.14004313,,-23.56056297,9.42589741,31.99376003
300792,壹网壹创,9100797654,1796,零售行业,SZSE,互联网零售,0.02061952,29.39607414,21.83690105,6.13857059,32.00897892
